DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke,POP,City,LAT,LONG
11.5,30.5,3.8,33.3,28.2,24.3,7.2,9.3,4.2,861,KS,37.6369682,-97.2786057
12.1,42.1,6,37.1,33.2,23.2,12.7,9.6,2,"2,692",KS,39.09721038,-94.62908951
9.6,33.4,3.9,30.1,40.7,19.4,7.5,8.7,3.6,"3,444",KS,39.02762273,95.78413369
11.9,40.3,9.4,39.7,17.4,10.9,4.8,9.4,3.5,"1,292",KS,39.13696071,-94.62542386
10.1,28.7,5.3,36.5,29.6,13.3,6.3,9.74,3.21,"2,350",KS,37.73037326,-97.23546269
12.7,30.47,6.9,41.9,37.9,18,9.3,10.6,2.8,"3,195",KS,37.70698951,-97.32758349
10.81,39.4,4.7,37.9,32.8,23.2,4.6,11.3,2.2,"9,897",KS,37.72965336,-97.43103773
10.9,29.7,3.7,34.8,31.3,19.9,12.1,8.8,2.2,"4,859",KS,38.92395901,-94.71419592
8.9,30.6,1.4,34.6,35,28.8,4.2,8.6,2.5,"4,167",KS,38.9535355,-95.26004479
13.2,28.4,3.6,36.2,33.3,19.5,9.1,9.5,2.6,"5,612",KS,38.86196728,-94.77032845
11.6,29.2,4.3,34,31.8,26.4,7.4,8.3,4.4,"4,415",KS,38.92328608,-94.67722221
6,35,4.8,27.6,34.3,21.5,6.9,10.2,3.7,"3,627",KS,39.00258416,-94.65954161
8.8,43.3,7,33.6,48.7,20.1,7,8.1,3.7,"4,693",KS,37.65282712,-97.32429185
12.1,32.7,6.6,27.3,38.1,29.1,3.5,9.6,4.1,"2,714",KS,39.03727122,-95.73440523
12.5,32,6.9,35.3,27.1,26.7,3.8,12.4,3.21,"2,413",KS,39.05982716,-95.68389634
15,36.4,6.4,36.3,37,17,5.6,11.3,2.9,"5,382",KS,38.94396964,-94.658219
9.1,37.8,6.3,34.1,38.8,12.2,6.2,10.1,2.3,"1,473",KS,38.91865916,94.65782427
12.6,29,7.7,33.9,38.1,28.9,8.8,8.1,3.1,"2,155",KS,39.13238775,-94.72001474
11.6,26,10.4,37,25.7,28.1,6.6,8.8,3,82,KS,39.07669855,-94.61348133
8,37.1,4.1,38.5,51.2,23.3,9.2,9.2,8.3,574,KS,39.09935716,-95.65646148
14.7,29.5,3,36.4,33.7,13,5.3,10.4,1.5,"3,948",KS,38.87636389,-94.75166171
14.1,33.5,9.5,31,35.6,16.2,8.3,10,3.8,"3,154",KS,37.65510003,-97.30717891
11,35.5,9.4,37.5,25.6,10.9,5.1,8.3,2.9,"1,947",KS,39.10436403,-94.63133279
11,39.3,4.6,35.6,24.2,11.5,12.1,9.1,3.1,"2,037",KS,37.68200689,-97.28766611
9.7,27.9,3.7,32.3,39.9,26.5,8.6,9.2,2.3,"5,768",KS,38.94242954,-95.25130963
15.2,30,9.2,33.3,21.9,13.1,5.1,8.8,3,"1,719",KS,39.10810181,-94.71140473
10.3,37.5,3.3,37.3,30.9,16.6,5.6,10.3,3.5,"3,721",KS,38.83953129,-94.71260464
10.6,27.8,7.2,32.3,26.1,32.3,3.6,9.3,3.21,"1,898",KS,39.13607473,-94.68095126
10.81,34.9,3.5,29.9,23.9,16.5,6,8.6,3.2,"2,878",KS,37.74124893,-97.2565819
16.7,38.6,4.7,39.4,23.9,25.7,7.4,8.3,2.3,"5,847",KS,37.70200724,-97.42776983
7.6,39.9,3.2,38.3,33.3,17.1,6.8,8.2,1.8,"4,674",KS,38.89102544,-94.72853466
14.6,30.2,5.6,36.6,33.6,15.3,2.7,9.74,2.8,4,KS,37.75488797,-97.49448888
7.4,35.8,6.4,32.9,33.8,16.8,4.6,9.8,2.8,"2,024",KS,37.67557528,-97.3033017
9.5,38.6,5.5,39.1,30.1,21,8.4,9.7,2.6,"6,915",KS,38.85453289,-94.84752524
6.5,41.2,10.9,25,27.1,11,6,10.6,3.2,"1,686",KS,37.67740336,-97.35065001
10.81,29.6,6.4,26.9,33.6,26,9,8.1,4.6,"3,554",KS,37.68691314,-97.24126891
12.6,31.4,7.4,37.9,36.3,13.1,6.1,9.74,3.21,"2,801",KS,39.06775465,-95.62873768
9.2,26.6,5.3,31.67,36.9,12.2,4.3,9.1,3.3,"6,580",KS,39.05059529,-94.69535888
11.7,37.3,4.7,39.8,29.6,21.2,7.5,9.1,2.5,"3,879",KS,38.92385712,-94.80258343
12.4,30.1,5.6,39.7,29.5,18.2,8.3,8.5,1.4,16,KS,37.59160689,-97.29610794
9.9,51.4,4.7,30.1,36,16.3,3.2,8.8,3.5,223,KS,37.76415911,-97.25109743
10.81,29.8,6,36.3,26.8,21.9,12.5,12,3.8,"5,565",KS,37.68673851,-97.42804058
13.9,36.7,5.8,39.1,27.7,21,4.4,10.3,5,"2,696",KS,39.07096452,-94.70530372
8.3,42.2,7.1,31.67,29.8,29.6,9.9,9.3,2.5,"3,370",KS,39.00804693,-95.66061473
9.4,31.3,4.1,38.9,35.3,21.4,6.8,11.9,4.4,608,KS,38.99815304,-95.28161614
11.7,38.2,3.7,31.67,22.9,14.9,5,9.3,2.6,"3,982",KS,38.89143885,94.82743518
12.8,40.2,3.8,33.7,34.8,17.8,2.9,12.9,2,"3,559",KS,38.8400388,-94.6770444
16.6,31.9,7.3,31.67,23.1,9.8,8.2,10.4,3.6,"3,467",KS,37.68556671,-97.39984857
6.7,28.5,3.6,34.5,38.2,11.5,7.3,8.2,3.5,"2,405",KS,37.63546371,-97.45780525
8.5,28.2,8.6,36.8,41.4,26.3,5.7,8.6,1.8,"1,351",KS,39.14391048,-94.64472401
12.2,39.5,5,34.8,28.6,22.4,6,9.6,3.6,"3,123",KS,38.9640486,-94.7126629
10.5,34.7,9,36.7,23,14.4,8.8,10.1,2.1,"1,534",KS,39.12420803,4.642034033
10.4,30.3,4.7,31.4,29.3,19.5,6.3,9.74,1.9,"3,914",KS,37.70020622,-97.28261186
9.9,28.7,7.7,31.9,32.1,24,5.8,11,2.2,"3,066",KS,39.04832382,-95.67223567
12.5,40.7,6.8,33.5,28.1,22.6,4.5,12.7,3.6,"1,150",KS,39.11100218,-94.75104487
7.5,27.1,4.8,31.7,25.7,30.8,6.1,8.1,2.3,"5,288",KS,38.94955297,-94.69536479
7.3,27.6,13,35.9,34.4,15.1,5.4,10.9,4.8,978,KS,39.11614966,-94.62580483
13.2,31,7.5,34.8,35.1,27.1,7.8,9.3,5.2,"4,141",KS,39.02251151,-95.66074678
17.4,27.6,4.5,33.6,39.6,23.2,5.1,8.5,1.8,"3,839",KS,39.17023546,-94.82051507
6.7,49.3,6.5,30,37.5,11.1,5.7,10,2.2,"3,694",KS,37.66912035,-97.25614751
12.7,31.1,3.1,35.7,24.9,23.8,7.4,8.4,2.8,"5,565",KS,38.98072697,5.30144448
11.5,35.1,5.9,35.3,33.3,16.6,4,9.2,5,"4,515",KS,39.02146059,95.73378239
8.6,34.1,6.3,36.4,26.6,16.6,5,9.6,3.1,"4,786",KS,38.94929736,-95.2901547
9.1,34.6,3.2,36.3,32.5,17.97,7,9.7,4.5,"4,136",KS,38.86232986,-94.65903872
12.2,34.3,7.1,35.9,24.2,12.6,9.4,9.9,2.3,"3,489",KS,39.13582597,-94.74550846
8.9,33.6,3.5,32.5,38.8,25.5,5.3,8.6,4,"4,106",KS,37.71128533,-97.49257501
8.3,32.9,7.6,28.3,28.5,19.2,7.8,9.1,7,"6,182",KY,38.12899121,-85.82711089
10.8,33.3,4.6,34.6,29.5,24.3,7.3,11,2.6,"5,222",KY,38.15332638,-85.56244053
9.1,31.5,10.6,20,33.4,18.4,5.6,13.1,3.5,"1,261",KY,38.04534055,-84.47520042
11.4,41.4,8.8,28.1,33.6,27.7,8.9,9.3,3.9,381,KY,38.26736702,-85.65025811
13.1,26.2,3.8,34.7,37.4,30,10.7,10.5,2.7,"1,975",KY,38.01274588,-84.40258971
8.3,36.6,4.2,37.4,38.7,15,7.6,10,2,"3,937",KY,38.02887181,-84.430402
10.9,27.8,9,32.4,38.5,18.4,9.9,9.7,3.8,"4,676",KY,38.25278569,-85.73710348
3.3,28.3,8.5,37.1,56.1,14.9,5,10,5.2,"2,089",KY,38.19448745,-85.86967127
22.6,30.5,7.7,32.5,35.1,15.5,9.7,11.9,2.5,"3,732",KY,37.99826215,-84.50872289
22.3,35.1,6.5,38.9,49.3,37.9,6.3,11,2.2,"2,428",KY,38.18983244,-85.60046428
11.8,48,6.1,37.7,29.7,21.7,7.7,10.6,2.3,"2,099",KY,38.21943824,-85.73579382
8.5,26.8,4.8,32,40.6,16.2,12.2,9.4,3.6,"2,498",KY,37.98889303,-84.50183577
11.6,47.1,10,33.6,21.9,33.3,8.8,10,0.8,"2,540",KY,38.24337532,-85.80520215
11.5,31.9,5.8,34.3,39.6,22.8,11.6,10.1,4.8,"5,760",KY,37.98989479,-84.53999976
14,28.3,10.6,31.8,36.9,12.6,12.8,10,2.8,"3,565",KY,38.25408754,-85.76980056
14,27.4,7.5,36.6,52.8,18.1,8,12.5,2.1,"5,669",KY,38.1387805,-85.85779759
7.4,35,4,28.9,32.5,26.6,4.2,10.1,4.4,"4,600",KY,38.31656246,-85.53985076
9.7,25.1,6.2,37.3,26.1,10.5,10,9.4,4.1,"4,372",KY,38.01173946,-84.46996083
9.7,32.9,4.9,24.1,55.5,32.7,11.6,8.7,4,"1,949",KY,38.25697924,-85.69250337
15.2,26.7,4.9,37.4,41,25.1,5.3,10.6,4.3,"4,215",KY,37.99944026,84.42777162
5.6,34.4,8.1,37,36.1,25.2,11.4,10.3,2.4,"2,580",KY,38.19639924,-85.76267169
20.7,33,6.8,37.9,55.9,37.3,17,9.1,3.2,"4,767",KY,38.04238834,-84.52995217
7.1,41.9,9.4,33.1,24.7,19.1,6.6,11.5,2,"3,312",KY,38.11388572,-85.87005301
9.3,31.2,5.8,40.7,36.7,22.5,17.2,12,6.7,"5,940",KY,37.98490875,-84.46905608
13.6,31.7,5.9,37.5,35.1,12.9,7.8,9.6,3.21,"4,061",KY,38.01388771,-84.50450376
8.1,49,9.2,31.67,38.9,19.8,5.7,12.1,3.1,"3,169",KY,38.22448456,-85.62904942
21.5,50.3,6.9,35.6,35,27.7,7.8,11.3,2.8,"2,601",KY,38.22886812,-85.81742107
9.9,31.2,6.7,36.9,29.9,24.4,11.2,13.7,7.2,"4,372",KY,37.97473067,-84.51044598
9.7,34.1,2,34.4,28.1,31.5,8.9,14.1,5.2,"3,487",KY,38.03742212,-84.50101161
18.2,27.7,7.8,35.8,38.8,25.4,14.2,9.4,2.6,"4,920",KY,38.20111102,-85.71412996
10.5,25.4,8.6,39.1,33.2,16.8,5.8,9.1,5.6,"1,860",KY,38.25492735,-85.80313651
7.4,26.5,10.9,28.8,31.2,16.4,9.1,11,3.1,"4,724",KY,38.06658807,-84.50738138
10,30.1,8.4,34.8,42.3,16.3,8.6,8.7,3.9,"1,068",KY,38.18992285,85.5917419
12.9,22,9.6,32.7,33.3,23.1,12.1,9.8,2.2,"3,576",KY,38.21401182,-85.83929557
9.9,31.9,9.8,39.5,41.4,21.2,8,14,7.4,"3,118",KY,38.16544279,-85.78925191
7.6,30.5,7.2,31.3,30.2,18,7.9,11.3,4.6,"5,891",KY,38.11584992,-85.76431302
12.4,35.8,5.7,33.6,55.3,34.3,13.7,10.8,2.4,"3,448",KY,38.02533033,-84.52183885
7.6,30.5,7.9,44.9,39.9,29.9,13.8,9.1,2.9,"3,957",KY,38.1729868,-85.8476699
14.3,52.7,4.7,35.1,28.7,25.3,9.1,9.74,3.21,60,KY,38.25109431,-85.65248753
8.8,28.6,9.3,33.4,34.3,18.3,7.6,16.2,2.1,"6,218",KY,38.05758815,-84.44926506
16.6,27.8,8.8,33.4,21.3,19.2,10.1,8.8,3.3,"5,804",KY,38.16403381,-85.69074245
15.7,43.4,5,33.6,40.9,17.1,12.8,10.6,2.6,"1,900",KY,37.95436704,-84.46374005
8,27.4,7.2,33.8,41.8,11.4,9.8,9.1,3,"4,528",KY,38.11288531,-85.53845668
10.3,25.1,9.1,38.8,30.1,14.7,12.3,13.4,4.9,"1,496",KY,38.15037725,85.75299257
14.1,30.9,5.9,34.4,23.6,24.4,6.9,12.1,6.1,"4,234",KY,38.15638784,85.6748238
21.5,47.1,9.9,36,42.1,25.1,7.7,10.5,2.2,"1,490",KY,38.24601,-85.79278564
11.4,24,13.6,34.9,29.7,18.7,16.6,14.1,4.2,"3,195",KY,38.23629155,-85.76166161
7.3,25.7,7.8,31.2,38.2,16.7,8.7,11.4,4.9,"2,280",KY,38.14869631,-84.44302781
19.7,45.8,6.2,28.7,16.2,15,5.2,9.8,3.4,"4,721",KY,38.14791487,-85.60411296
10.6,36.8,5.6,26.5,35.9,29.9,6.3,11,8,37,KY,38.26174975,-85.65662618
6.7,27.4,4.8,37.8,30.5,27.8,5.2,9.1,2.4,"2,508",KY,38.2309872,-85.72011165
11.3,31.5,7.6,34.6,41.1,25.1,9.2,9.2,2,"2,600",KY,38.03669849,-84.46147842
10.4,30.1,7,32.4,49.4,22.5,8.6,8.9,4.9,843,KY,38.28175308,-85.62081879
5.8,30.4,6.9,35.3,35.6,14.5,9.6,8.8,4.3,"2,787",KY,38.03605656,-84.35478736
14.4,26.6,5.6,31.9,44.7,23.6,6.9,12.2,3.5,4,KY,38.2237033,-85.67637091
17,25.1,5.6,38.3,37.4,32.7,10.5,9.8,4.2,"4,444",KY,38.30976006,-85.56057357
10.6,45.1,8.8,33.3,33.5,25.9,4.3,9.7,2.3,"4,243",KY,38.17665565,-85.65012496
11.8,51.2,9.5,33,29.7,22.5,6.9,9.7,5.7,"2,888",KY,38.08693376,-84.45436993
12.9,35.7,9.8,29.7,29.6,13.9,7.5,10.8,2.2,"1,567",KY,38.05170326,-84.50254025
10.6,32.7,7.3,35.6,35.3,20.2,10.4,13.5,3.7,"2,900",KY,38.09344048,-85.59525459
12.1,28.2,6.9,30.8,54.3,17.8,7.9,9.2,7.2,"2,702",KY,38.16187526,-85.7098141
6.4,43.4,9.6,36.9,36,12.1,8.6,10.2,4.4,"2,878",KY,38.23281556,85.74606453
11.9,31.2,3.9,34.2,37.9,22.3,6,10.5,3,"4,338",KY,38.07405152,-84.55169026
19.7,29.5,4.5,38.2,29.3,21.4,4.1,9.74,3.1,"3,916",KY,37.97953858,-84.56056156
10.8,36,5.1,31.8,29.5,24.1,7.1,9.4,4,"3,881",KY,38.24218605,-85.71501624
8.1,41.9,11,36.1,38.1,15.3,10.4,10.6,2.6,"2,811",KY,38.2381672,-85.82494759
7.6,42.4,5.5,33.2,40.6,14.8,10.5,9.2,4.7,"3,069",KY,38.22907008,-85.68725419
10,26.1,6.8,30,30.8,23.4,5.4,11,2.5,"5,313",KY,38.19083871,-85.61572991
12.4,33.2,6.1,37.5,25.6,28.8,8.1,10.4,2.2,"2,665",KY,38.25407209,-85.57248957
9.7,26.1,6.6,28.4,52.3,11.9,8.2,8.7,3.7,"4,409",KY,38.14086679,-85.8059391
5.9,35,8.5,29.8,33.5,25.6,12.7,9.9,4.4,"5,803",KY,38.05234981,-84.54073658
9.1,27.9,7.9,37,40.5,20.3,6.3,13.1,3.5,"2,220",KY,38.22980362,-85.73159454
3.8,55.5,7.4,36,27.7,14.2,5.9,9.7,5.8,"2,391",KY,38.12778571,-85.85736172
7.2,41.7,9.3,27.4,30.8,35.2,9.6,11.7,3.1,"2,166",KY,38.25029378,-85.55128311
22.5,35.6,5.5,35.7,35.3,13.4,9.9,10.6,4.9,"3,284",KY,38.03619718,-84.47852842
12.1,28.2,5.8,24,41,13.5,13.3,11.2,4.3,"2,049",KY,38.26879995,-85.71744602
9.4,30.7,5.3,33.6,36.3,13.3,10.1,10.5,2.1,"3,375",KY,38.22915148,85.76183634
21,28.9,6.4,33.5,48.2,28.1,11,9.6,2.2,"3,071",KY,38.30104518,-85.60100646
14.6,32.5,6,31.5,35.6,19.5,8.1,14.5,3.3,"3,958",KY,38.13743579,-85.60045601
22,46.3,8.3,32,37.9,32.5,6.9,11.7,4.2,"1,033",KY,38.1250274,-85.71902673
14.5,46.6,6,35.2,25.6,20.9,12.5,10.4,5.8,"3,755",KY,37.98744423,-84.51585064
16.1,30.4,6.8,32.9,44.2,20.4,8.6,11,1.6,"1,938",KY,38.01044633,-84.48360999
7.8,25.4,4.8,25.8,32.4,14.3,6.1,10.6,3.3,"3,711",KY,37.96773443,-84.51717533
11.8,33.2,6.3,39.5,41.2,22.7,7.9,8.4,6.8,"1,782",KY,38.23728737,-85.73400064
18.9,33.3,5.4,31.2,31.8,17.97,6.7,9.1,7.4,"3,081",KY,38.02232439,-84.44193181
10.81,36.5,7.3,39.5,37.4,19.3,10,10.8,3.3,"2,985",KY,38.13188485,5.75804988
9.9,24.1,7.7,39.1,39.6,29.5,13.7,9.2,3.1,57,KY,38.35791017,-85.60612344
23.7,33.8,6.9,29.8,36.3,25.4,6.1,13.2,3,"7,683",KY,38.09908146,-85.85338558
9.4,45,9,34.6,28.1,32.2,12.1,12.2,2.7,"1,803",KY,38.1948104,-85.7694393
7.4,41.2,9.5,31.2,42.9,17.8,8.3,8.3,4.5,"1,978",KY,38.04981301,-84.46309181
6.9,45.2,7.2,36.5,41.7,26,6.3,11,4.1,"1,595",KY,38.16999419,-85.59128218
13.6,30.8,4.7,37.1,41.8,29.7,13.1,13.1,3.5,"6,746",KY,37.97364459,-84.45729635
9.1,31.9,10.1,31.7,52,22.7,5.4,10.7,3.5,"2,626",KY,38.25686146,85.81286265
8.3,27.1,4,30.3,36.8,17.97,11.1,14,1.1,761,KY,38.24016246,-85.61044511
7.7,27.9,4.5,35.9,53.8,13.4,7.7,11.1,2.9,"5,993",KY,38.09259603,-85.65585737
7.5,44.2,6.6,29.8,54.9,26.9,15.5,10,3.5,"3,543",KY,38.01054306,-84.44537094
8.8,34.8,6,15.5,56.6,12.7,11.8,9.9,2.7,"3,634",KY,38.26270743,-85.70315861
7.7,34.1,4.6,37.5,39,23.2,5.9,11.2,2.1,"3,088",KY,38.22121112,-85.77137192
23.4,33.5,4.5,35.1,14.9,20.9,8.8,9.3,2.8,"5,267",KY,37.9550337,-84.49462909
13,28.3,5.8,30.1,50.1,16.5,7.7,10.4,3.1,"4,013",KY,38.1645777,-85.60841997
9.3,39.6,11.3,33,38.7,18,9.4,9.4,7.4,271,KY,38.27958706,85.57934152
12.7,30.47,7,35.2,48,17,12.8,10.4,2.1,"3,390",KY,38.17453862,-85.69912379
10.8,26.8,5.4,37.1,29.9,13.7,9,9.9,2.4,"1,123",KY,37.94719233,84.47439889
16.9,31,6.7,32.3,34.8,24.4,6.7,14,3,"3,517",KY,38.09485257,-84.58813159
10.3,29.2,8.4,33.9,42.5,15.3,8,11.1,2.8,"4,160",KY,38.18494299,-85.77334983
11.7,42.6,6,37.4,23,28.3,16.8,9.7,4.1,"4,387",KY,38.16391438,-85.62760772
17.4,30.4,9.1,38.6,36.8,28.6,13.3,9.6,3.5,"2,841",KY,38.09863972,-85.73048174
11.9,32.1,4.3,35.1,41.2,12.4,10.9,8.9,3.8,"3,306",KY,37.98615603,-84.4413446
9.3,28.4,5.8,38.3,35.8,25.1,6.5,9,1.4,"2,177",KY,38.20237537,-85.52687423
10.1,37.1,9.8,32.4,40.3,33.1,4.8,10.2,3.4,"4,784",KY,38.25375271,-85.78602029
13.7,29.8,11.8,37.3,43.2,21.1,5.3,11.1,2.9,769,KY,38.21845762,5.789433532
11.1,23.5,5.1,30,42,19,5.5,12.5,3.5,"7,097",KY,38.02655809,-84.57198582
10.6,31.7,7.5,30.8,55,20.5,9.7,9.5,2.3,"2,703",KY,38.04755698,-84.43652229
11.4,33.3,6.5,37.4,31,15.7,5.9,11.5,3.4,"4,089",KY,38.21659372,-85.64265876
9.3,28.6,6.3,38.9,33.2,17.4,11.7,9.2,8.9,"3,156",KY,38.09382938,-84.49987393
11.9,31.2,9.1,34.4,37.7,13.3,11,10.7,3,"2,924",KY,38.27617367,85.7820327
8.3,27.8,6.3,30.4,49.5,13.9,6.5,10.3,6.2,"2,163",KY,38.21954595,-85.66248089
8.9,34.6,8.6,31.67,31.3,28.8,14.5,8.6,2.1,"4,557",KY,38.11515688,-85.84960536
20.8,27.1,5.9,34.7,35.4,14.9,6.8,9.3,3.5,"5,929",KY,38.21259438,-85.45988376
8.6,30.8,10.3,36.6,37.5,23.7,6.9,9.1,1.4,"2,268",KY,38.23969107,-85.79436637
15.8,50.4,6.7,37.1,42.6,28.4,9.1,13.3,3.8,"3,072",KY,38.04493908,-84.49437572
8.2,25.6,9.4,34.4,46.3,21.9,10.5,14.3,3.7,"5,230",KY,38.15980132,-85.83726148
14.2,38.8,4.4,32.6,32,20.5,6.9,10.7,2,"1,663",KY,38.23977956,85.72756191
7.7,26.9,7.2,37.2,38.8,38.4,6.2,10.8,4.1,"1,477",KY,38.05880619,-84.52617072
7.7,28.2,5.5,31.1,37.5,25,16,9.9,2.2,"1,290",KY,38.05746888,-84.42552801
18,25.6,9,35.1,33.1,21.5,10.1,9.9,7.1,"5,661",KY,38.03232369,-84.55424012
8.1,36.2,7.2,36.5,46.9,28.1,8.6,10.8,2.7,"2,617",KY,38.28473378,-85.54907741
20,30.3,6.2,37.3,58.2,28,10.5,10.4,3.21,"3,945",KY,38.23786702,-85.67752429
7,32,5.8,36.7,36.6,27.1,9.6,11.6,2.8,"4,678",KY,38.12258837,85.59489955
9.4,26.2,5.5,28.7,41,26.6,15.2,13.2,1.7,"3,488",KY,38.31000726,-85.60898806
9.7,28.9,6.1,35,36.2,26.6,13,14.9,3.7,"2,082",KY,38.22402663,85.73956714
11.5,32.9,6.5,29.1,32.4,16.2,6,12,4,"2,271",KY,38.05154348,-84.55625696
6.9,35.5,6.1,33.2,36.9,31,5,9.8,4.4,"1,151",KY,38.17511956,85.60849404
8.7,30.9,7.3,32.9,34.2,20,8.3,9.8,5,"3,932",KY,38.2095114,85.61138814
7.5,29.6,6.9,44.6,33.9,29.9,6.3,11.5,5.9,"4,583",KY,38.13025399,-85.8780329
10.4,31.4,9.2,35.8,38.7,21.2,11.1,11.7,2.8,"2,538",KY,38.07659739,-84.46630344
10.4,33.3,6.2,38.5,37.8,20.7,12.3,13.9,4.4,"2,496",KY,38.2698247,-85.51978572
22.6,50.7,7,39.4,31.4,21.1,13.4,11.5,4,"4,161",KY,38.09738357,-85.68086794
15.1,38.9,5.9,28.5,43.5,14.8,5.9,13.8,3.1,"2,670",KY,38.1030206,-85.64192767
8.9,45.3,7.3,33.2,26.7,26.7,8.8,10.8,2.8,"1,725",KY,37.91690946,-84.40515594
9.8,27.1,9.3,34.1,24.6,19,11.1,9.2,2.9,"5,062",KY,38.21109675,-85.77773529
9,43.8,8.1,32.2,37.2,29.8,11.9,9.7,5.2,"4,978",KY,38.14021227,-85.76753459
7,29.7,4.7,39.1,37.1,18,9.5,8.8,3.3,"3,081",KY,38.32877582,-85.58282944
10.1,33.1,8.2,37,43,15.7,9,12.7,6.4,"3,968",KY,38.19919023,-85.78823625
10.8,34.7,5.2,35.3,55.4,15.8,5.8,12.5,1.7,972,KY,38.28653766,-85.60043333
10.2,26.5,9,34.7,32.1,28.9,11.1,11.2,3,"3,331",KY,38.1782246,-85.80607409
10,48.3,7.3,35.7,30.2,14.2,4.2,10.2,2.5,"3,111",KY,38.25081114,-85.71622563
12.6,39.4,4.1,42.7,30.9,20.3,6,9.2,3.8,"2,969",KY,38.17499042,-85.5605991
12.2,36.3,6.5,36.5,37.8,39,9.9,10.5,2.1,"3,563",KY,38.05758588,4.491059145
12.7,30,7.2,11.8,36.3,24.3,9.8,12,3,"5,490",KY,38.20299221,-85.6755661
10.5,26.8,8.6,32.9,46.2,17.6,5.7,13,2.7,"2,584",KY,38.14381095,-85.70035879
8.7,28.1,5.1,39.3,37,26.2,6.3,11.2,3.9,"4,490",KY,38.00062468,-84.45598282
12.9,25.6,6.1,36.7,34.5,24.1,6,10.3,4.1,"2,213",KY,38.2270966,-85.60480299
9.2,29.7,9.3,36,41.6,12.4,13.3,9.6,3.6,"2,076",KY,38.25925942,-85.8291219
8.8,26.6,9,34.8,31.6,27,10.8,9.8,2.2,"3,690",KY,38.12312114,-85.65728898
15.9,38.9,4.7,37,27.3,22.6,6,8.4,2.4,"4,289",KY,37.95974525,-84.5175332
10.3,26.4,7.9,36.4,42.6,14.2,9.6,12.4,2.1,"5,545",KY,38.06432063,-85.87753315
6.2,37.5,5,33.3,27.5,26.6,5.7,10.3,2,"4,975",KY,38.25527928,-85.44055468
9.2,29.7,7.3,38.4,38.1,21,9.6,10.3,2.6,"4,512",KY,38.13199568,-85.64248481
7.4,39.9,10.3,36.1,49.8,24.5,12.8,10.1,8.1,"2,523",KY,38.05818405,-84.47274735
11.2,35.6,7.5,38.2,44.6,17.97,5.8,9,1.2,"3,803",KY,38.17565828,-85.77340277
22.7,45.3,6.9,36.9,25.8,13.7,3.6,12.7,1.9,"2,699",KY,38.24127807,-85.74474992
16,32.3,5.1,35.4,43.3,18.9,11.4,10.5,4.1,"2,503",KY,38.26653139,-85.69529464
10.4,36.1,5.1,36.1,32.7,20.7,5,11,2.8,"1,821",KY,38.01456746,-84.45223661
9.4,27.7,2.1,34.7,53.5,26.6,12.6,9.1,3.4,"2,180",KY,38.21813094,-85.75743137
10.2,30.47,7.4,38.1,37.9,13.4,12.8,9.4,3.9,"4,723",KY,38.20931624,85.65822442
9.3,29.8,7.2,39.8,52.8,20.2,6.9,9.1,3.2,"4,260",KY,38.01495268,-84.53921549
12,30.3,5.2,20.8,41.6,13.2,7.9,11.1,2.2,"5,709",KY,38.11281103,-85.64342378
12.7,28.8,5.8,33,35.9,34.7,9.2,11.7,2.3,"4,749",KY,38.25538962,-85.48818218
6.3,49.1,11,34.8,37.7,35.4,8.1,9.3,6.8,"2,624",KY,38.26656678,-85.80353425
12.2,23.5,5.6,35.6,35.1,30.3,6.9,9,1.7,"3,495",KY,38.17083127,-85.52989683
7.2,28,10.1,37.8,39.2,27.2,4.6,9.9,5,"2,644",KY,38.23008486,-85.79366244
14,46.5,5.7,23.3,47.5,16,7,9,4.2,"3,855",KY,38.01679667,-84.61613063
12,27.4,6.9,37.6,28.9,26.7,5.9,11.4,2.7,"6,131",KY,38.08231144,-84.47962254
10.3,32.2,8.3,31.8,40.6,16.3,8.3,10.5,3.2,"4,314",KY,38.2115342,-85.68564579
8.8,35.5,3.5,38.1,33,11.8,13.6,10.2,3,"4,420",KY,38.04386583,-84.51345658
16.5,33.2,7,36.4,57.1,24.8,10.4,8.8,3.6,501,KY,38.02894104,-84.39136979
9,32.7,10.9,24.2,33.2,28.7,10,11.2,4,"2,050",KY,38.21840269,-85.8051426
11.2,33.5,7.2,37.9,42.7,24.6,8.4,11.4,4.6,"1,157",KY,38.28399527,-85.67811729
13.7,37.8,7.6,41.1,38.7,18.5,8.9,9.2,3.2,"4,263",KY,38.25820169,85.7563269
10.3,28,5.6,30.2,34,17.6,14.3,10.7,7.1,4,KY,38.22399971,-85.52004085
11.5,28.4,5.6,31.8,46.1,31,10.4,10.7,1.7,"6,308",KY,37.9733408,-84.48696292
12.1,32.3,6.8,43.1,27.8,30.6,5.1,9.74,2.9,"6,653",KY,38.16054377,-85.86476027
23,27.5,8.5,23,40.5,28.2,8,11.1,2.9,"4,002",KY,38.04447156,-85.90908747
10.8,31.2,7.7,37.7,35.3,27.6,7.2,10.2,3.5,"4,371",KY,38.00054952,-84.5583139
10.7,26.2,9,36.9,37.2,27.6,6,9,3,921,KY,38.1863981,85.71292788
13.6,35.6,9.8,37.4,30,16.1,13.4,12.2,3.5,"3,373",KY,38.24750853,-85.82364778
7.4,32.4,11.1,29.9,41.8,26.2,6,10.5,6.6,"2,985",KY,38.23872702,-85.77688605
