Year,HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
2017Centract,5.6,6.4,-0.125,24.4,32.4,-0.24691358,36.8,34.1,0.0792,24.5,30.1,-0.186046512,11.6,10.8,0.074074074,1.1
2017Centract,4.7,6.4,-0.265625,37.9,32.4,0.169753086,33.7,34.1,-0.0117,37,30.1,0.22923588,7.5,10.8,-0.305555556,5.8
2017Centract,5.8,6.4,-0.09375,23.9,32.4,-0.262345679,31.2,34.1,-0.0850,36.8,30.1,0.222591362,16.9,10.8,0.564814815,4.2
2017Centract,6.8,6.4,0.0625,27.5,32.4,-0.151234568,30.6,34.1,-0.1026,34.9,30.1,0.159468439,7.7,10.8,-0.287037037,3.1
2017Centract,6,6.4,-0.0625,26.5,32.4,-0.182098765,27.9,34.1,-0.1818,22.1,30.1,-0.265780731,9.5,10.8,-0.12037037,3
2017Centract,8.8,6.4,0.375,26.5,32.4,-0.182098765,35.7,34.1,0.0469,28.3,30.1,-0.059800664,7.1,10.8,-0.342592593,1.5
2017Centract,5.8,6.4,-0.09375,25.4,32.4,-0.216049383,32.7,34.1,-0.0411,37.9,30.1,0.259136213,8.3,10.8,-0.231481481,3.1
2017Centract,5.9,6.4,-0.078125,25.2,32.4,-0.222222222,40.3,34.1,0.1818,41.7,30.1,0.38538206,6.5,10.8,-0.398148148,2.1
2017Centract,6.1,6.4,-0.046875,25.3,32.4,-0.219135802,28.2,34.1,-0.1730,30.4,30.1,0.009966777,14.1,10.8,0.305555556,2.6
2017Centract,4.6,6.4,-0.28125,24.8,32.4,-0.234567901,33.8,34.1,-0.0088,31.7,30.1,0.053156146,8.2,10.8,-0.240740741,1.1
2017Centract,4.9,6.4,-0.234375,31.7,32.4,-0.021604938,30.3,34.1,-0.1114,24.2,30.1,-0.196013289,8.6,10.8,-0.203703704,1.5
2017Centract,4.8,6.4,-0.25,25.7,32.4,-0.206790123,32.7,34.1,-0.0411,27.4,30.1,-0.089700997,10.4,10.8,-0.037037037,2.3
2017Centract,4.6,6.4,-0.28125,26.9,32.4,-0.169753086,36.5,34.1,0.0704,33.2,30.1,0.102990033,8.9,10.8,-0.175925926,1.9
2017Centract,4,6.4,-0.375,37.5,32.4,0.157407407,30.5,34.1,-0.1056,26.9,30.1,-0.106312292,6.8,10.8,-0.37037037,2.1
2017Centract,5.9,6.4,-0.078125,23,32.4,-0.290123457,24.6,34.1,-0.2786,28.6,30.1,-0.049833887,14,10.8,0.296296296,2.4
2017Centract,8.7,6.4,0.359375,30.6,32.4,-0.055555556,30.3,34.1,-0.1114,25.6,30.1,-0.149501661,17.5,10.8,0.62037037,2.8
2017Centract,5.1,6.4,-0.203125,30.6,32.4,-0.055555556,33,34.1,-0.0323,29.1,30.1,-0.033222591,8.3,10.8,-0.231481481,1.7
2017Centract,6.6,6.4,0.03125,36.5,32.4,0.12654321,33.2,34.1,-0.0264,38.9,30.1,0.292358804,8.6,10.8,-0.203703704,2.6
2017Centract,4.9,6.4,-0.234375,39.5,32.4,0.219135802,34,34.1,-0.0029,29.3,30.1,-0.026578073,8.8,10.8,-0.185185185,5.7
2017Centract,5,6.4,-0.21875,26.1,32.4,-0.194444444,31.9,34.1,-0.0645,43.4,30.1,0.441860465,13.1,10.8,0.212962963,6.7
2017Centract,5,6.4,-0.21875,19.4,32.4,-0.401234568,29.5,34.1,-0.1349,26.2,30.1,-0.129568106,5.8,10.8,-0.462962963,2.6
2017Centract,4.2,6.4,-0.34375,26.5,32.4,-0.182098765,26.4,34.1,-0.2258,17.9,30.1,-0.405315615,11.2,10.8,0.037037037,1.5
2017Centract,2.1,6.4,-0.671875,18,32.4,-0.444444444,31,34.1,-0.0909,30.7,30.1,0.019933555,7.5,10.8,-0.305555556,4.7
2017Centract,5.8,6.4,-0.09375,29.9,32.4,-0.077160494,31.2,34.1,-0.0850,32.7,30.1,0.086378738,9.6,10.8,-0.111111111,2.2
2017Centract,7.2,6.4,0.125,16.7,32.4,-0.484567901,31.5,34.1,-0.0762,32.9,30.1,0.093023256,19.7,10.8,0.824074074,1.9
2017Centract,6.7,6.4,0.046875,37.3,32.4,0.151234568,29.8,34.1,-0.1261,26.3,30.1,-0.126245847,10.5,10.8,-0.027777778,7.2
2017Centract,5.8,6.4,-0.09375,28.9,32.4,-0.108024691,29.9,34.1,-0.1232,27.3,30.1,-0.093023256,8.8,10.8,-0.185185185,2.3
2017Centract,4.7,6.4,-0.265625,11.4,32.4,-0.648148148,27.5,34.1,-0.1935,29,30.1,-0.03654485,14.2,10.8,0.314814815,2.3
2017Centract,19.2,6.4,2,17.6,32.4,-0.456790123,31,34.1,-0.0909,32.6,30.1,0.083056478,12,10.8,0.111111111,1.8
2017Centract,5.6,6.4,-0.125,27.1,32.4,-0.163580247,33.1,34.1,-0.0293,40.2,30.1,0.335548173,5.9,10.8,-0.453703704,7
2017Centract,6.1,6.4,-0.046875,26.4,32.4,-0.185185185,23.3,34.1,-0.3167,24.3,30.1,-0.19269103,12.5,10.8,0.157407407,3.1
2017Centract,3.6,6.4,-0.4375,26.9,32.4,-0.169753086,34,34.1,-0.0029,33.3,30.1,0.106312292,5.5,10.8,-0.490740741,3.6
2017Centract,23.2,6.4,2.625,21,32.4,-0.351851852,19.8,34.1,-0.4194,23.8,30.1,-0.209302326,7.3,10.8,-0.324074074,4.8
2017Centract,6.1,6.4,-0.046875,31.4,32.4,-0.030864198,35.3,34.1,0.0352,29.1,30.1,-0.033222591,20,10.8,0.851851852,2.9
2017Centract,5.3,6.4,-0.171875,22.9,32.4,-0.293209877,28.7,34.1,-0.1584,33.8,30.1,0.122923588,7.3,10.8,-0.324074074,7
2017Centract,6.1,6.4,-0.046875,14.2,32.4,-0.561728395,33.4,34.1,-0.0205,27.8,30.1,-0.07641196,8.4,10.8,-0.222222222,4.4
2017Centract,7.3,6.4,0.140625,24.8,32.4,-0.234567901,32.4,34.1,-0.0499,34.1,30.1,0.132890365,11.8,10.8,0.092592593,3.3
2017Centract,6.8,6.4,0.0625,28.1,32.4,-0.132716049,33.2,34.1,-0.0264,38.4,30.1,0.275747508,11.7,10.8,0.083333333,2.9
2017Centract,5.5,6.4,-0.140625,26.6,32.4,-0.179012346,21.2,34.1,-0.3783,32.4,30.1,0.07641196,10.8,10.8,0,1.9
2017Centract,6,6.4,-0.0625,18,32.4,-0.444444444,33.8,34.1,-0.0088,26.6,30.1,-0.11627907,11.1,10.8,0.027777778,2.1
2017Centract,6.5,6.4,0.015625,31.7,32.4,-0.021604938,29.2,34.1,-0.1437,25.1,30.1,-0.166112957,13.4,10.8,0.240740741,2.5
2017Centract,4.3,6.4,-0.328125,27.5,32.4,-0.151234568,33.4,34.1,-0.0205,26.5,30.1,-0.119601329,11,10.8,0.018518519,2
2017Centract,5.4,6.4,-0.15625,39.7,32.4,0.225308642,30.4,34.1,-0.1085,28.9,30.1,-0.03986711,8.5,10.8,-0.212962963,2.6
2017Centract,4.2,6.4,-0.34375,23.4,32.4,-0.277777778,32.4,34.1,-0.0499,46,30.1,0.528239203,8.5,10.8,-0.212962963,2.5
2017Centract,6.2,6.4,-0.03125,36.5,32.4,0.12654321,29,34.1,-0.1496,38.9,30.1,0.292358804,6.8,10.8,-0.37037037,0.8
2017Centract,2.8,6.4,-0.5625,28.2,32.4,-0.12962963,39.1,34.1,0.1466,43,30.1,0.428571429,10.7,10.8,-0.009259259,3.3
2017Centract,5.5,6.4,-0.140625,29.1,32.4,-0.101851852,34.1,34.1,0.0000,42.1,30.1,0.398671096,10.8,10.8,0,2.2
2017Centract,6.6,6.4,0.03125,29.1,32.4,-0.101851852,38.1,34.1,0.1173,39.9,30.1,0.325581395,10.8,10.8,0,2.1
2017Centract,5.8,6.4,-0.09375,19,32.4,-0.413580247,33.9,34.1,-0.0059,43.1,30.1,0.431893688,12.9,10.8,0.194444444,2.6
2017Centract,4.4,6.4,-0.3125,22.6,32.4,-0.302469136,32.8,34.1,-0.0381,39.3,30.1,0.305647841,10.3,10.8,-0.046296296,3.9
2017Centract,6.7,6.4,0.046875,27.3,32.4,-0.157407407,29.6,34.1,-0.1320,25.1,30.1,-0.166112957,10.9,10.8,0.009259259,2
2017Centract,5.8,6.4,-0.09375,24.5,32.4,-0.24382716,32,34.1,-0.0616,43.9,30.1,0.458471761,10.9,10.8,0.009259259,4
2017Centract,6.3,6.4,-0.015625,16.8,32.4,-0.481481481,24.8,34.1,-0.2727,29.4,30.1,-0.023255814,10.5,10.8,-0.027777778,1.3
2017Centract,6.3,6.4,-0.015625,21.1,32.4,-0.348765432,29.3,34.1,-0.1408,35.3,30.1,0.172757475,8.9,10.8,-0.175925926,3.7
2017Centract,8.2,6.4,0.28125,38,32.4,0.172839506,29.8,34.1,-0.1261,36.2,30.1,0.202657807,10.7,10.8,-0.009259259,4.9
2017Centract,6.4,6.4,0,26.8,32.4,-0.172839506,32.8,34.1,-0.0381,31.9,30.1,0.059800664,11.2,10.8,0.037037037,5.4
2017Centract,9.4,6.4,0.46875,28.7,32.4,-0.114197531,33,34.1,-0.0323,44.5,30.1,0.478405316,9.8,10.8,-0.092592593,3.9
2017Centract,5.3,6.4,-0.171875,36.7,32.4,0.132716049,30.2,34.1,-0.1144,40.6,30.1,0.348837209,12.1,10.8,0.12037037,7.7
2017Centract,3.3,6.4,-0.484375,28.7,32.4,-0.114197531,34.8,34.1,0.0205,33.4,30.1,0.109634551,11.9,10.8,0.101851852,2
2017Centract,5.9,6.4,-0.078125,27.4,32.4,-0.154320988,30.7,34.1,-0.0997,30.3,30.1,0.006644518,10.6,10.8,-0.018518519,0.3
2017Centract,6.1,6.4,-0.046875,17.7,32.4,-0.453703704,30.8,34.1,-0.0968,31.3,30.1,0.03986711,10.7,10.8,-0.009259259,2.8
2017Centract,5.5,6.4,-0.140625,27.3,32.4,-0.157407407,28.6,34.1,-0.1613,31.5,30.1,0.046511628,5.5,10.8,-0.490740741,3.1
2017Centract,5.4,6.4,-0.15625,25.8,32.4,-0.203703704,22.4,34.1,-0.3431,43.9,30.1,0.458471761,10.5,10.8,-0.027777778,4
2017Centract,6,6.4,-0.0625,34.5,32.4,0.064814815,40,34.1,0.1730,25.7,30.1,-0.146179402,8.7,10.8,-0.194444444,4.7
2017Centract,4.9,6.4,-0.234375,28.9,32.4,-0.108024691,32.5,34.1,-0.0469,34.2,30.1,0.136212625,11.2,10.8,0.037037037,2.8
2017Centract,5.2,6.4,-0.1875,25.3,32.4,-0.219135802,32.1,34.1,-0.0587,34.4,30.1,0.142857143,9.4,10.8,-0.12962963,1.9
2017Centract,6.3,6.4,-0.015625,36.9,32.4,0.138888889,32,34.1,-0.0616,38,30.1,0.262458472,9.4,10.8,-0.12962963,3
2017Centract,4.1,6.4,-0.359375,31.4,32.4,-0.030864198,33.3,34.1,-0.0235,23.3,30.1,-0.225913621,10.3,10.8,-0.046296296,4.1
2017Centract,5.7,6.4,-0.109375,28.5,32.4,-0.12037037,26.4,34.1,-0.2258,38.5,30.1,0.279069767,8.3,10.8,-0.231481481,4.4
2017Centract,5.2,6.4,-0.1875,24.7,32.4,-0.237654321,30.2,34.1,-0.1144,23.6,30.1,-0.215946844,10.1,10.8,-0.064814815,1.9
2017Centract,8.8,6.4,0.375,30.2,32.4,-0.067901235,24,34.1,-0.2962,31.8,30.1,0.056478405,11.6,10.8,0.074074074,2.2
2017Centract,5.6,6.4,-0.125,19.9,32.4,-0.385802469,22.1,34.1,-0.3519,38.4,30.1,0.275747508,6.8,10.8,-0.37037037,4
2017Centract,8.3,6.4,0.296875,34.6,32.4,0.067901235,30.6,34.1,-0.1026,27.3,30.1,-0.093023256,10.8,10.8,0,3.1
2017Centract,6.4,6.4,0,28.3,32.4,-0.12654321,37.5,34.1,0.0997,48.9,30.1,0.624584718,7,10.8,-0.351851852,4.3
2017Centract,4.9,6.4,-0.234375,40.8,32.4,0.259259259,32.2,34.1,-0.0557,28.4,30.1,-0.056478405,8.6,10.8,-0.203703704,3.3
2017Centract,4.2,6.4,-0.34375,33.6,32.4,0.037037037,34.3,34.1,0.0059,24.3,30.1,-0.19269103,7.6,10.8,-0.296296296,1.6
2017Centract,3.9,6.4,-0.390625,24.5,32.4,-0.24382716,32,34.1,-0.0616,28.8,30.1,-0.043189369,8.8,10.8,-0.185185185,1.9
2017Centract,4.9,6.4,-0.234375,29.6,32.4,-0.086419753,36.2,34.1,0.0616,28.1,30.1,-0.066445183,10.5,10.8,-0.027777778,3.1
2017Centract,3.5,6.4,-0.453125,33,32.4,0.018518519,33.1,34.1,-0.0293,26.1,30.1,-0.132890365,7.9,10.8,-0.268518519,2.6
2017Centract,4.9,6.4,-0.234375,23.2,32.4,-0.283950617,33.4,34.1,-0.0205,31,30.1,0.029900332,8.5,10.8,-0.212962963,1.5
2017Centract,5.4,6.4,-0.15625,35.8,32.4,0.104938272,32.2,34.1,-0.0557,24.7,30.1,-0.179401993,7.5,10.8,-0.305555556,2.3
2017Centract,5.7,6.4,-0.109375,36,32.4,0.111111111,30.8,34.1,-0.0968,34.6,30.1,0.149501661,9.8,10.8,-0.092592593,1.3
2017Centract,4.5,6.4,-0.296875,22.3,32.4,-0.311728395,31.4,34.1,-0.0792,31.5,30.1,0.046511628,8.2,10.8,-0.240740741,2
2017Centract,9.6,6.4,0.5,29.5,32.4,-0.089506173,26.7,34.1,-0.2170,34.5,30.1,0.146179402,8.6,10.8,-0.203703704,2.2
2017Centract,3.2,6.4,-0.5,38.8,32.4,0.197530864,32.1,34.1,-0.0587,25.3,30.1,-0.159468439,6.2,10.8,-0.425925926,1.8
2017Centract,5.8,6.4,-0.09375,29.6,32.4,-0.086419753,30.6,34.1,-0.1026,30.3,30.1,0.006644518,9.1,10.8,-0.157407407,3.6
2017Centract,5.8,6.4,-0.09375,19.9,32.4,-0.385802469,30.3,34.1,-0.1114,23.8,30.1,-0.209302326,8.5,10.8,-0.212962963,2.9
2017Centract,5,6.4,-0.21875,29.3,32.4,-0.095679012,33.3,34.1,-0.0235,30.6,30.1,0.016611296,8.2,10.8,-0.240740741,2.8
2017Centract,3.9,6.4,-0.390625,23.8,32.4,-0.265432099,33.9,34.1,-0.0059,24.5,30.1,-0.186046512,9.1,10.8,-0.157407407,2.2
2017Centract,4.9,6.4,-0.234375,26.9,32.4,-0.169753086,31.6,34.1,-0.0733,31.5,30.1,0.046511628,8.6,10.8,-0.203703704,4.6
2017Centract,5.1,6.4,-0.203125,30.9,32.4,-0.046296296,31.3,34.1,-0.0821,31.8,30.1,0.056478405,10.5,10.8,-0.027777778,2.8
2017Centract,5.3,6.4,-0.171875,28,32.4,-0.135802469,25.3,34.1,-0.2581,35.7,30.1,0.186046512,8.8,10.8,-0.185185185,2.2
2017Centract,3.5,6.4,-0.453125,27.1,32.4,-0.163580247,23.7,34.1,-0.3050,23.5,30.1,-0.219269103,9.2,10.8,-0.148148148,3.7
2017Centract,8,6.4,0.25,33.1,32.4,0.021604938,25.8,34.1,-0.2434,33.4,30.1,0.109634551,6.3,10.8,-0.416666667,1.5
2017Centract,5,6.4,-0.21875,22.9,32.4,-0.293209877,30.5,34.1,-0.1056,25.6,30.1,-0.149501661,10.8,10.8,0,2.9
2017Centract,5.7,6.4,-0.109375,23.5,32.4,-0.274691358,30.2,34.1,-0.1144,40.2,30.1,0.335548173,8.9,10.8,-0.175925926,3.3
2017Centract,6.3,6.4,-0.015625,30.6,32.4,-0.055555556,34.1,34.1,0.0000,42.5,30.1,0.411960133,7.7,10.8,-0.287037037,3.8
2017Centract,5.2,6.4,-0.1875,27.6,32.4,-0.148148148,32.2,34.1,-0.0557,46.4,30.1,0.541528239,8,10.8,-0.259259259,0.8
2017Centract,4.9,6.4,-0.234375,14.4,32.4,-0.555555556,33.5,34.1,-0.0176,31.7,30.1,0.053156146,9.1,10.8,-0.157407407,0.6
2017Centract,5.7,6.4,-0.109375,14.4,32.4,-0.555555556,31.4,34.1,-0.0792,39.2,30.1,0.302325581,8.5,10.8,-0.212962963,2.5
2017Centract,4.9,6.4,-0.234375,33,32.4,0.018518519,30.6,34.1,-0.1026,41.8,30.1,0.388704319,8.9,10.8,-0.175925926,3.8
2017Centract,5.4,6.4,-0.15625,27.9,32.4,-0.138888889,34.7,34.1,0.0176,47.8,30.1,0.588039867,9.4,10.8,-0.12962963,1.5
2017Centract,5.6,6.4,-0.125,19.6,32.4,-0.395061728,32,34.1,-0.0616,28.9,30.1,-0.03986711,9.2,10.8,-0.148148148,4.2
2017Centract,5.5,6.4,-0.140625,22.3,32.4,-0.311728395,27.8,34.1,-0.1848,32.7,30.1,0.086378738,9.3,10.8,-0.138888889,7.1
2017Centract,6.1,6.4,-0.046875,70.3,32.4,1.169753086,36.1,34.1,0.0587,32.9,30.1,0.093023256,10.3,10.8,-0.046296296,1.6
2017Centract,5.6,6.4,-0.125,27.7,32.4,-0.145061728,39.1,34.1,0.1466,26.2,30.1,-0.129568106,4.6,10.8,-0.574074074,2.5
2017Centract,5.6,6.4,-0.125,26.2,32.4,-0.191358025,26.6,34.1,-0.2199,30,30.1,-0.003322259,8.7,10.8,-0.194444444,5.6
2017Centract,5.1,6.4,-0.203125,24.5,32.4,-0.24382716,32,34.1,-0.0616,24.8,30.1,-0.176079734,7.7,10.8,-0.287037037,2.8
2017Centract,6.7,6.4,0.046875,35.3,32.4,0.089506173,32.2,34.1,-0.0557,35.6,30.1,0.182724252,6.8,10.8,-0.37037037,2
2017Centract,5.6,6.4,-0.125,24.4,32.4,-0.24691358,33.8,34.1,-0.0088,47,30.1,0.561461794,6.1,10.8,-0.435185185,6.7
2017Centract,5.6,6.4,-0.125,27.1,32.4,-0.163580247,33.4,34.1,-0.0205,38.3,30.1,0.272425249,7.4,10.8,-0.314814815,5.7
2017Centract,5.6,6.4,-0.125,31.6,32.4,-0.024691358,37,34.1,0.0850,31.6,30.1,0.049833887,6.2,10.8,-0.425925926,2.2
2017Centract,5.5,6.4,-0.140625,13.2,32.4,-0.592592593,31.9,34.1,-0.0645,30.5,30.1,0.013289037,8.2,10.8,-0.240740741,2.5
2017Centract,5,6.4,-0.21875,23.6,32.4,-0.271604938,36.4,34.1,0.0674,40.5,30.1,0.34551495,6.6,10.8,-0.388888889,2.7
2017Centract,4.3,6.4,-0.328125,26.7,32.4,-0.175925926,32.1,34.1,-0.0587,29.3,30.1,-0.026578073,5.1,10.8,-0.527777778,1.2
2017Centract,5.9,6.4,-0.078125,39,32.4,0.203703704,26.8,34.1,-0.2141,26.6,30.1,-0.11627907,5.1,10.8,-0.527777778,1.7
2017Centract,5.8,6.4,-0.09375,27.6,32.4,-0.148148148,30.8,34.1,-0.0968,30,30.1,-0.003322259,6.1,10.8,-0.435185185,2.8
2017Centract,5.1,6.4,-0.203125,28.1,32.4,-0.132716049,26.8,34.1,-0.2141,29.8,30.1,-0.009966777,7.2,10.8,-0.333333333,1.8
2017Centract,2.6,6.4,-0.59375,27.4,32.4,-0.154320988,33.2,34.1,-0.0264,41.6,30.1,0.382059801,7.1,10.8,-0.342592593,1.5
2017Centract,5.7,6.4,-0.109375,23.9,32.4,-0.262345679,27.1,34.1,-0.2053,25.6,30.1,-0.149501661,7.7,10.8,-0.287037037,2.8
2017Centract,6.1,6.4,-0.046875,23.7,32.4,-0.268518519,35.9,34.1,0.0528,31.1,30.1,0.033222591,7.9,10.8,-0.268518519,2.6
2017Centract,5.7,6.4,-0.109375,32.2,32.4,-0.00617284,33.9,34.1,-0.0059,26.1,30.1,-0.132890365,6.4,10.8,-0.407407407,9.9
2017Centract,7.1,6.4,0.109375,39.2,32.4,0.209876543,34.8,34.1,0.0205,35.6,30.1,0.182724252,6.2,10.8,-0.425925926,3.1
2017Centract,1.7,6.4,-0.734375,24.8,32.4,-0.234567901,30.8,34.1,-0.0968,31,30.1,0.029900332,2.8,10.8,-0.740740741,4.6
2017Centract,4,6.4,-0.375,26.5,32.4,-0.182098765,36.7,34.1,0.0762,30.4,30.1,0.009966777,7.8,10.8,-0.277777778,3.6
2017Centract,5.1,6.4,-0.203125,27.2,32.4,-0.160493827,34.2,34.1,0.0029,45.6,30.1,0.514950166,6.2,10.8,-0.425925926,5.8
2017Centract,4.6,6.4,-0.28125,22.3,32.4,-0.311728395,28,34.1,-0.1789,28.3,30.1,-0.059800664,7.8,10.8,-0.277777778,1.8
2017Centract,5,6.4,-0.21875,23.5,32.4,-0.274691358,29.3,34.1,-0.1408,28.3,30.1,-0.059800664,6,10.8,-0.444444444,2.5
2017Centract,6.3,6.4,-0.015625,25.3,32.4,-0.219135802,29.1,34.1,-0.1466,28.3,30.1,-0.059800664,6.5,10.8,-0.398148148,2.1
2017Centract,7.6,6.4,0.1875,25.6,32.4,-0.209876543,26,34.1,-0.2375,33.6,30.1,0.11627907,6.1,10.8,-0.435185185,2.1
2017Centract,5.1,6.4,-0.203125,29.2,32.4,-0.098765432,30.7,34.1,-0.0997,38.9,30.1,0.292358804,5,10.8,-0.537037037,3.1
2017Centract,4,6.4,-0.375,24.5,32.4,-0.24382716,32,34.1,-0.0616,45.1,30.1,0.49833887,8,10.8,-0.259259259,7.1
2017Centract,5.4,6.4,-0.15625,31.6,32.4,-0.024691358,37.7,34.1,0.1056,23.6,30.1,-0.215946844,21.8,10.8,1.018518519,3.3
2017Centract,5.1,6.4,-0.203125,26.6,32.4,-0.179012346,36.3,34.1,0.0645,32.7,30.1,0.086378738,10.9,10.8,0.009259259,3.2
2017Centract,3.6,6.4,-0.4375,29.7,32.4,-0.083333333,32,34.1,-0.0616,30.6,30.1,0.016611296,8.3,10.8,-0.231481481,2.9
2017Centract,6,6.4,-0.0625,29.3,32.4,-0.095679012,32.6,34.1,-0.0440,23.1,30.1,-0.23255814,14.8,10.8,0.37037037,2.8
2017Centract,5.1,6.4,-0.203125,21,32.4,-0.351851852,33.9,34.1,-0.0059,46.6,30.1,0.548172757,8.1,10.8,-0.25,1.4
2017Centract,4.7,6.4,-0.265625,25.9,32.4,-0.200617284,37.3,34.1,0.0938,35.7,30.1,0.186046512,7.8,10.8,-0.277777778,4.1
2017Centract,3.2,6.4,-0.5,33.5,32.4,0.033950617,31.1,34.1,-0.0880,40.8,30.1,0.355481728,13.9,10.8,0.287037037,3.3
2017Centract,2.7,6.4,-0.578125,28.3,32.4,-0.12654321,29.5,34.1,-0.1349,39.4,30.1,0.3089701,9.4,10.8,-0.12962963,3.5
2017Centract,2.7,6.4,-0.578125,16.7,32.4,-0.484567901,22.9,34.1,-0.3284,36.7,30.1,0.219269103,7.6,10.8,-0.296296296,0.8
2017Centract,6.7,6.4,0.046875,23.4,32.4,-0.277777778,38.3,34.1,0.1232,38.4,30.1,0.275747508,9.6,10.8,-0.111111111,3
2017Centract,6.9,6.4,0.078125,33.6,32.4,0.037037037,28.7,34.1,-0.1584,41.8,30.1,0.388704319,19.9,10.8,0.842592593,2.7
2017Centract,4.2,6.4,-0.34375,31.9,32.4,-0.015432099,32.9,34.1,-0.0352,36.1,30.1,0.199335548,9.8,10.8,-0.092592593,3.4
2017Centract,6.6,6.4,0.03125,23.8,32.4,-0.265432099,37.6,34.1,0.1026,27.4,30.1,-0.089700997,6.5,10.8,-0.398148148,5.5
2017Centract,7.5,6.4,0.171875,27.2,32.4,-0.160493827,31.5,34.1,-0.0762,30.3,30.1,0.006644518,16.2,10.8,0.5,3.2
2017Centract,5,6.4,-0.21875,36.3,32.4,0.12037037,32.9,34.1,-0.0352,36.3,30.1,0.205980066,11.3,10.8,0.046296296,3
2017Centract,6,6.4,-0.0625,28.4,32.4,-0.12345679,32.9,34.1,-0.0352,26.5,30.1,-0.119601329,10.3,10.8,-0.046296296,1.4
2017Centract,6.4,6.4,0,9.2,32.4,-0.716049383,33,34.1,-0.0323,28.6,30.1,-0.049833887,13.5,10.8,0.25,2.2
2017Centract,3.5,6.4,-0.453125,22.6,32.4,-0.302469136,34.4,34.1,0.0088,29.1,30.1,-0.033222591,18,10.8,0.666666667,3.6
2017Centract,5.1,6.4,-0.203125,15,32.4,-0.537037037,36.5,34.1,0.0704,27.3,30.1,-0.093023256,8.5,10.8,-0.212962963,1.9
2017Centract,4.3,6.4,-0.328125,21.4,32.4,-0.339506173,36.4,34.1,0.0674,32.2,30.1,0.069767442,7.2,10.8,-0.333333333,2.1
2017Centract,7,6.4,0.09375,26.2,32.4,-0.191358025,33.8,34.1,-0.0088,25.6,30.1,-0.149501661,7.8,10.8,-0.277777778,7.6
2017Centract,4.8,6.4,-0.25,26.7,32.4,-0.175925926,33.3,34.1,-0.0235,32.3,30.1,0.073089701,13.8,10.8,0.277777778,2.9
2017Centract,6,6.4,-0.0625,28.9,32.4,-0.108024691,33.4,34.1,-0.0205,37.1,30.1,0.23255814,18.5,10.8,0.712962963,1.8
2017Centract,4.4,6.4,-0.3125,17.8,32.4,-0.450617284,26.7,34.1,-0.2170,26.5,30.1,-0.119601329,7.5,10.8,-0.305555556,5
2017Centract,2.7,6.4,-0.578125,27.5,32.4,-0.151234568,35.7,34.1,0.0469,43.1,30.1,0.431893688,8.7,10.8,-0.194444444,3.5
2017Centract,5.4,6.4,-0.15625,22.4,32.4,-0.308641975,32.4,34.1,-0.0499,27.9,30.1,-0.073089701,10,10.8,-0.074074074,2
2017Centract,6.5,6.4,0.015625,25.8,32.4,-0.203703704,16.7,34.1,-0.5103,41,30.1,0.362126246,9.8,10.8,-0.092592593,4.2
2017Centract,9,6.4,0.40625,38.8,32.4,0.197530864,37.5,34.1,0.0997,26,30.1,-0.136212625,8.9,10.8,-0.175925926,1.2
2017Centract,6.4,6.4,0,36.1,32.4,0.114197531,26.5,34.1,-0.2229,24.3,30.1,-0.19269103,18.3,10.8,0.694444444,6
2017Centract,3.1,6.4,-0.515625,25.4,32.4,-0.216049383,34.3,34.1,0.0059,27.6,30.1,-0.083056478,13.3,10.8,0.231481481,5.6
2017Centract,11.4,6.4,0.78125,27,32.4,-0.166666667,29.9,34.1,-0.1232,37.6,30.1,0.249169435,10.9,10.8,0.009259259,3.6
2017Centract,9.3,6.4,0.453125,17.4,32.4,-0.462962963,34.7,34.1,0.0176,29.7,30.1,-0.013289037,10.7,10.8,-0.009259259,2.6
2017Centract,4.6,6.4,-0.28125,34.4,32.4,0.061728395,29,34.1,-0.1496,35.9,30.1,0.19269103,4.5,10.8,-0.583333333,2.5
2017Centract,6.3,6.4,-0.015625,25.9,32.4,-0.200617284,36.6,34.1,0.0733,26.3,30.1,-0.126245847,13,10.8,0.203703704,7.2
2017Centract,5.4,6.4,-0.15625,35.4,32.4,0.092592593,40.7,34.1,0.1935,17.4,30.1,-0.42192691,8.5,10.8,-0.212962963,1.8
2017Centract,6.1,6.4,-0.046875,37.6,32.4,0.160493827,34.1,34.1,0.0000,30.1,30.1,0,7.6,10.8,-0.296296296,2
2017Centract,4.6,6.4,-0.28125,22.1,32.4,-0.317901235,33.7,34.1,-0.0117,35.3,30.1,0.172757475,5.6,10.8,-0.481481481,1.6
2017Centract,6.2,6.4,-0.03125,27.8,32.4,-0.141975309,27.5,34.1,-0.1935,31.3,30.1,0.03986711,8.4,10.8,-0.222222222,3.9
2017Centract,4.7,6.4,-0.265625,34.5,32.4,0.064814815,33.5,34.1,-0.0176,36.6,30.1,0.215946844,5.7,10.8,-0.472222222,3.5
2017Centract,5.2,6.4,-0.1875,30.6,32.4,-0.055555556,26.5,34.1,-0.2229,27,30.1,-0.102990033,15.1,10.8,0.398148148,3.6
2017Centract,4.8,6.4,-0.25,25.1,32.4,-0.225308642,33.7,34.1,-0.0117,27.1,30.1,-0.099667774,16.4,10.8,0.518518519,1
