HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
8.2,6.4,0.28125,34.9,32.4,0.077160494,32.5,34.1,-0.046920821,29.7,30.1,-0.013289037,16.6,10.8,0.537037037,8.9
6,6.4,-0.0625,34.9,32.4,0.077160494,39.5,34.1,0.158357771,49,30.1,0.627906977,8.4,10.8,-0.222222222,3.7
8.3,6.4,0.296875,30.2,32.4,-0.067901235,37,34.1,0.085043988,31.3,30.1,0.03986711,14.3,10.8,0.324074074,5.7
7.9,6.4,0.234375,35.2,32.4,0.086419753,29.5,34.1,-0.134897361,26.1,30.1,-0.132890365,22.1,10.8,1.046296296,2.7
6.6,6.4,0.03125,40,32.4,0.234567901,14,34.1,-0.589442815,42,30.1,0.395348837,23.2,10.8,1.148148148,7.2
8.3,6.4,0.296875,22.6,32.4,-0.302469136,32.3,34.1,-0.052785924,25.1,30.1,-0.166112957,21,10.8,0.944444444,3.2
4.5,6.4,-0.296875,36.3,32.4,0.12037037,41.6,34.1,0.219941349,25.7,30.1,-0.146179402,16,10.8,0.481481481,7.1
6.7,6.4,0.046875,31,32.4,-0.043209877,37.8,34.1,0.108504399,28.1,30.1,-0.066445183,16.7,10.8,0.546296296,4.4
5.2,6.4,-0.1875,30.1,32.4,-0.070987654,35.7,34.1,0.046920821,29.2,30.1,-0.029900332,13.6,10.8,0.259259259,4.3
5.9,6.4,-0.078125,32.4,32.4,0,30.2,34.1,-0.114369501,43.9,30.1,0.458471761,15.1,10.8,0.398148148,6.6
5.3,6.4,-0.171875,38,32.4,0.172839506,26.9,34.1,-0.211143695,30.7,30.1,0.019933555,16.7,10.8,0.546296296,2.4
7.6,6.4,0.1875,30.2,32.4,-0.067901235,33.2,34.1,-0.026392962,37,30.1,0.22923588,13.3,10.8,0.231481481,2.5
6,6.4,-0.0625,55.3,32.4,0.706790123,38.5,34.1,0.129032258,48.5,30.1,0.611295681,15.8,10.8,0.462962963,5.4
4.1,6.4,-0.359375,31.7,32.4,-0.021604938,28.4,34.1,-0.167155425,32.3,30.1,0.073089701,9.5,10.8,-0.12037037,6.5
7.7,6.4,0.203125,34.5,32.4,0.064814815,29.7,34.1,-0.129032258,28.6,30.1,-0.049833887,23.5,10.8,1.175925926,4.3
6.7,6.4,0.046875,30.6,32.4,-0.055555556,31.7,34.1,-0.070381232,48.4,30.1,0.607973422,8.8,10.8,-0.185185185,3.6
5.6,6.4,-0.125,26.2,32.4,-0.191358025,29.5,34.1,-0.134897361,35.3,30.1,0.172757475,11.1,10.8,0.027777778,3.3
4.6,6.4,-0.28125,27.1,32.4,-0.163580247,36,34.1,0.055718475,28.4,30.1,-0.056478405,18.9,10.8,0.75,3.1
4.8,6.4,-0.25,22.1,32.4,-0.317901235,28.4,34.1,-0.167155425,22.5,30.1,-0.252491694,10.1,10.8,-0.064814815,2.9
10,6.4,0.5625,39.9,32.4,0.231481481,38.8,34.1,0.137829912,24.4,30.1,-0.189368771,17.9,10.8,0.657407407,3
4.2,6.4,-0.34375,33.8,32.4,0.043209877,38.9,34.1,0.140762463,31.3,30.1,0.03986711,7.1,10.8,-0.342592593,6.5
5.3,6.4,-0.171875,37.9,32.4,0.169753086,36,34.1,0.055718475,34.1,30.1,0.132890365,18.7,10.8,0.731481481,3.7
7.6,6.4,0.1875,35.5,32.4,0.095679012,38.4,34.1,0.126099707,24.4,30.1,-0.189368771,5.6,10.8,-0.481481481,3.2
5.9,6.4,-0.078125,26.2,32.4,-0.191358025,37.1,34.1,0.08797654,26.4,30.1,-0.122923588,7,10.8,-0.351851852,6.2
6.1,6.4,-0.046875,36.8,32.4,0.135802469,34.5,34.1,0.011730205,34.1,30.1,0.132890365,7.7,10.8,-0.287037037,3.2
7.4,6.4,0.15625,32.1,32.4,-0.009259259,27.1,34.1,-0.205278592,32,30.1,0.063122924,15.9,10.8,0.472222222,5.2
9.7,6.4,0.515625,33.8,32.4,0.043209877,37.2,34.1,0.090909091,36.7,30.1,0.219269103,8.7,10.8,-0.194444444,9.1
7.2,6.4,0.125,23,32.4,-0.290123457,34.9,34.1,0.023460411,43.1,30.1,0.431893688,12.2,10.8,0.12962963,7.7
12.4,6.4,0.9375,30.2,32.4,-0.067901235,29.5,34.1,-0.134897361,20.1,30.1,-0.332225914,21.5,10.8,0.990740741,3.5
7.1,6.4,0.109375,46.5,32.4,0.435185185,37.4,34.1,0.096774194,34.7,30.1,0.15282392,20.9,10.8,0.935185185,3.7
6.3,6.4,-0.015625,32.9,32.4,0.015432099,39.5,34.1,0.158357771,24.4,30.1,-0.189368771,18.9,10.8,0.75,6.7
6.3,6.4,-0.015625,30.3,32.4,-0.064814815,41,34.1,0.202346041,30.5,30.1,0.013289037,18.3,10.8,0.694444444,4.2
3,6.4,-0.53125,37.3,32.4,0.151234568,30.2,34.1,-0.114369501,27.1,30.1,-0.099667774,11.6,10.8,0.074074074,2.5
6.5,6.4,0.015625,32.6,32.4,0.00617284,31,34.1,-0.090909091,29.4,30.1,-0.023255814,11.4,10.8,0.055555556,6.9
6.6,6.4,0.03125,29.7,32.4,-0.083333333,37.3,34.1,0.093841642,29.3,30.1,-0.026578073,8.6,10.8,-0.203703704,4.1
5.8,6.4,-0.09375,27,32.4,-0.166666667,15.8,34.1,-0.536656891,25,30.1,-0.169435216,22,10.8,1.037037037,3.9
4.5,6.4,-0.296875,18.2,32.4,-0.438271605,30.5,34.1,-0.105571848,40.1,30.1,0.332225914,15.6,10.8,0.444444444,3.2
4.6,6.4,-0.28125,26.8,32.4,-0.172839506,28.5,34.1,-0.164222874,48.5,30.1,0.611295681,8.5,10.8,-0.212962963,7.1
6.2,6.4,-0.03125,34.7,32.4,0.070987654,29.1,34.1,-0.146627566,22.7,30.1,-0.245847176,9.3,10.8,-0.138888889,5.5
6.6,6.4,0.03125,34.1,32.4,0.052469136,30.6,34.1,-0.102639296,30.1,30.1,0,21.7,10.8,1.009259259,6.6
5,6.4,-0.21875,33.7,32.4,0.040123457,36.2,34.1,0.061583578,33,30.1,0.096345515,17.4,10.8,0.611111111,3.7
9,6.4,0.40625,31.1,32.4,-0.040123457,30.1,34.1,-0.117302053,31.9,30.1,0.059800664,23.5,10.8,1.175925926,2.2
6.6,6.4,0.03125,28.9,32.4,-0.108024691,30.4,34.1,-0.108504399,32.8,30.1,0.089700997,24.1,10.8,1.231481481,8.9
8.3,6.4,0.296875,30.2,32.4,-0.067901235,28.5,34.1,-0.164222874,26,30.1,-0.136212625,15.8,10.8,0.462962963,5.2
11.1,6.4,0.734375,29.3,32.4,-0.095679012,21.9,34.1,-0.357771261,55.3,30.1,0.837209302,17.7,10.8,0.638888889,3.1
6.4,6.4,0,34.1,32.4,0.052469136,37.5,34.1,0.099706745,34.9,30.1,0.159468439,25.5,10.8,1.361111111,4.4
8.4,6.4,0.3125,32.8,32.4,0.012345679,28.9,34.1,-0.152492669,35.1,30.1,0.166112957,8.9,10.8,-0.175925926,6.7
7.9,6.4,0.234375,25.6,32.4,-0.209876543,35.6,34.1,0.04398827,53.3,30.1,0.77076412,14.1,10.8,0.305555556,3.3
7.9,6.4,0.234375,39.8,32.4,0.228395062,34.2,34.1,0.002932551,23.1,30.1,-0.23255814,9.3,10.8,-0.138888889,2.3
5.9,6.4,-0.078125,37.7,32.4,0.163580247,29.6,34.1,-0.131964809,41.1,30.1,0.365448505,8.1,10.8,-0.25,3.4
4.5,6.4,-0.296875,44,32.4,0.358024691,35.2,34.1,0.032258065,42.1,30.1,0.398671096,12.8,10.8,0.185185185,4.7
6,6.4,-0.0625,33.9,32.4,0.046296296,34.3,34.1,0.005865103,26.4,30.1,-0.122923588,18.7,10.8,0.731481481,4.7
5.9,6.4,-0.078125,29.5,32.4,-0.089506173,33.8,34.1,-0.008797654,26.1,30.1,-0.132890365,20.9,10.8,0.935185185,4.5
4.9,6.4,-0.234375,33.4,32.4,0.030864198,37.4,34.1,0.096774194,32.5,30.1,0.079734219,11.4,10.8,0.055555556,6.5
11.9,6.4,0.859375,35.7,32.4,0.101851852,26.3,34.1,-0.228739003,34.7,30.1,0.15282392,21.3,10.8,0.972222222,6.3
8,6.4,0.25,33.5,32.4,0.033950617,30,34.1,-0.120234604,33.8,30.1,0.122923588,15.2,10.8,0.407407407,2.1
4.9,6.4,-0.234375,33.1,32.4,0.021604938,33.6,34.1,-0.014662757,27.1,30.1,-0.099667774,6.4,10.8,-0.407407407,5.9
9,6.4,0.40625,31.1,32.4,-0.040123457,30.8,34.1,-0.096774194,19.6,30.1,-0.348837209,13.4,10.8,0.240740741,2.5
5.5,6.4,-0.140625,26.4,32.4,-0.185185185,34.2,34.1,0.002932551,34.1,30.1,0.132890365,7.6,10.8,-0.296296296,2.5
8.5,6.4,0.328125,51,32.4,0.574074074,23.3,34.1,-0.316715543,32,30.1,0.063122924,9.5,10.8,-0.12037037,5.7
10.2,6.4,0.59375,27.7,32.4,-0.145061728,33.7,34.1,-0.011730205,31.1,30.1,0.033222591,18.6,10.8,0.722222222,4.1
6.5,6.4,0.015625,25.6,32.4,-0.209876543,35,34.1,0.026392962,41.7,30.1,0.38538206,20.8,10.8,0.925925926,4.1
6.6,6.4,0.03125,32.5,32.4,0.00308642,18.4,34.1,-0.460410557,25.2,30.1,-0.162790698,7.1,10.8,-0.342592593,2.7
7.1,6.4,0.109375,32.9,32.4,0.015432099,33.4,34.1,-0.020527859,32.2,30.1,0.069767442,13.7,10.8,0.268518519,7.2
6.2,6.4,-0.03125,41.3,32.4,0.274691358,23.9,34.1,-0.299120235,28.9,30.1,-0.03986711,7.9,10.8,-0.268518519,4.1
7.8,6.4,0.21875,33.2,32.4,0.024691358,32.4,34.1,-0.049853372,30.6,30.1,0.016611296,7.2,10.8,-0.333333333,6.4
8.7,6.4,0.359375,36.5,32.4,0.12654321,16.2,34.1,-0.524926686,31.1,30.1,0.033222591,8,10.8,-0.259259259,3.8
5.9,6.4,-0.078125,28.3,32.4,-0.12654321,27,34.1,-0.208211144,26.3,30.1,-0.126245847,8.9,10.8,-0.175925926,2.4
7,6.4,0.09375,29.5,32.4,-0.089506173,34.7,34.1,0.017595308,31.8,30.1,0.056478405,13.6,10.8,0.259259259,3
4.7,6.4,-0.265625,32,32.4,-0.012345679,34.9,34.1,0.023460411,35.5,30.1,0.179401993,8.8,10.8,-0.185185185,4.1
7,6.4,0.09375,41.5,32.4,0.280864198,37.6,34.1,0.102639296,32.8,30.1,0.089700997,18.3,10.8,0.694444444,3.3
7.8,6.4,0.21875,45.5,32.4,0.404320988,34.6,34.1,0.014662757,38.6,30.1,0.282392027,7.7,10.8,-0.287037037,3.6
4.5,6.4,-0.296875,29.8,32.4,-0.080246914,36.4,34.1,0.06744868,38.5,30.1,0.279069767,9.7,10.8,-0.101851852,3.8
6.9,6.4,0.078125,25.7,32.4,-0.206790123,33.2,34.1,-0.026392962,23.4,30.1,-0.222591362,10.6,10.8,-0.018518519,3.3
6.9,6.4,0.078125,34.7,32.4,0.070987654,31.5,34.1,-0.076246334,31.8,30.1,0.056478405,12.7,10.8,0.175925926,3.1
7,6.4,0.09375,40.6,32.4,0.25308642,33.5,34.1,-0.017595308,27.9,30.1,-0.073089701,8.6,10.8,-0.203703704,2.9
6.8,6.4,0.0625,31.9,32.4,-0.015432099,37.1,34.1,0.08797654,18.6,30.1,-0.382059801,7,10.8,-0.351851852,5
5.3,6.4,-0.171875,26.9,32.4,-0.169753086,36.3,34.1,0.064516129,28.5,30.1,-0.053156146,7.3,10.8,-0.324074074,6.9
7.1,6.4,0.109375,32.3,32.4,-0.00308642,37.5,34.1,0.099706745,31.3,30.1,0.03986711,6.5,10.8,-0.398148148,5.6
4,6.4,-0.375,29,32.4,-0.104938272,36.3,34.1,0.064516129,34.1,30.1,0.132890365,8,10.8,-0.259259259,2.2
6.9,6.4,0.078125,30,32.4,-0.074074074,30.7,34.1,-0.099706745,24.2,30.1,-0.196013289,11.9,10.8,0.101851852,2.6
4.4,6.4,-0.3125,34.5,32.4,0.064814815,36.1,34.1,0.058651026,37.3,30.1,0.239202658,13.2,10.8,0.222222222,7.3
6.5,6.4,0.015625,24.1,32.4,-0.25617284,35.9,34.1,0.052785924,31.1,30.1,0.033222591,11,10.8,0.018518519,4.2
5.4,6.4,-0.15625,40.4,32.4,0.24691358,25.4,34.1,-0.255131965,22.9,30.1,-0.239202658,11.7,10.8,0.083333333,5.6
4.9,6.4,-0.234375,48.6,32.4,0.5,33.9,34.1,-0.005865103,50,30.1,0.661129568,11.3,10.8,0.046296296,3.2
6.5,6.4,0.015625,31.7,32.4,-0.021604938,35.5,34.1,0.041055718,37.4,30.1,0.242524917,10.8,10.8,0,2.7
10.7,6.4,0.671875,27.1,32.4,-0.163580247,39.2,34.1,0.149560117,48.9,30.1,0.624584718,14.3,10.8,0.324074074,3.8
7.5,6.4,0.171875,29.3,32.4,-0.095679012,36,34.1,0.055718475,32.2,30.1,0.069767442,8.7,10.8,-0.194444444,7
4.5,6.4,-0.296875,35,32.4,0.080246914,36.1,34.1,0.058651026,53.2,30.1,0.76744186,16.4,10.8,0.518518519,5.3
5.7,6.4,-0.109375,45.6,32.4,0.407407407,24.3,34.1,-0.287390029,30.9,30.1,0.026578073,8.6,10.8,-0.203703704,2
5.5,6.4,-0.140625,29.7,32.4,-0.083333333,33.3,34.1,-0.023460411,32,30.1,0.063122924,14.2,10.8,0.314814815,4.9
7.2,6.4,0.125,36.6,32.4,0.12962963,38.7,34.1,0.134897361,43.9,30.1,0.458471761,13.4,10.8,0.240740741,2.9
4.5,6.4,-0.296875,35.8,32.4,0.104938272,33.5,34.1,-0.017595308,29.5,30.1,-0.019933555,12.6,10.8,0.166666667,7
7.4,6.4,0.15625,30.9,32.4,-0.046296296,24.9,34.1,-0.269794721,37.2,30.1,0.235880399,15.9,10.8,0.472222222,2.4
10.2,6.4,0.59375,34.9,32.4,0.077160494,37.3,34.1,0.093841642,29,30.1,-0.03654485,11.2,10.8,0.037037037,6.4
7.3,6.4,0.140625,25.7,32.4,-0.206790123,38.7,34.1,0.134897361,29.1,30.1,-0.033222591,8.1,10.8,-0.25,5.2
7.9,6.4,0.234375,21.2,32.4,-0.345679012,39.8,34.1,0.167155425,52.1,30.1,0.73089701,12,10.8,0.111111111,2.7
6,6.4,-0.0625,43.2,32.4,0.333333333,33.5,34.1,-0.017595308,25,30.1,-0.169435216,10.8,10.8,0,10.4
6.3,6.4,-0.015625,33.8,32.4,0.043209877,35.5,34.1,0.041055718,35.9,30.1,0.19269103,6.9,10.8,-0.361111111,6.5
5.5,6.4,-0.140625,33.3,32.4,0.027777778,31.3,34.1,-0.082111437,27.9,30.1,-0.073089701,7.9,10.8,-0.268518519,7.5
5.4,6.4,-0.15625,28,32.4,-0.135802469,26.9,34.1,-0.211143695,23.8,30.1,-0.209302326,6.4,10.8,-0.407407407,4.5
6,6.4,-0.0625,38.8,32.4,0.197530864,35.6,34.1,0.04398827,22.6,30.1,-0.249169435,6.7,10.8,-0.37962963,7.8
5.9,6.4,-0.078125,31.9,32.4,-0.015432099,37.7,34.1,0.105571848,23.5,30.1,-0.219269103,7.2,10.8,-0.333333333,2.6
6.6,6.4,0.03125,32.2,32.4,-0.00617284,36.6,34.1,0.073313783,29,30.1,-0.03654485,6,10.8,-0.444444444,4.1
5.1,6.4,-0.203125,32.5,32.4,0.00308642,30.8,34.1,-0.096774194,30.7,30.1,0.019933555,5,10.8,-0.537037037,8.4
9.1,6.4,0.421875,51.6,32.4,0.592592593,22.9,34.1,-0.328445748,23.4,30.1,-0.222591362,7.6,10.8,-0.296296296,6.5
6.3,6.4,-0.015625,41.9,32.4,0.293209877,31.3,34.1,-0.082111437,48.2,30.1,0.601328904,15.8,10.8,0.462962963,3.2
5.4,6.4,-0.15625,39.2,32.4,0.209876543,31.6,34.1,-0.073313783,37.5,30.1,0.245847176,9.6,10.8,-0.111111111,2
5.9,6.4,-0.078125,31.6,32.4,-0.024691358,31.4,34.1,-0.079178886,31.6,30.1,0.049833887,12.6,10.8,0.166666667,4.1
7,6.4,0.09375,35,32.4,0.080246914,28.4,34.1,-0.167155425,23.3,30.1,-0.225913621,6.9,10.8,-0.361111111,4.1
7.6,6.4,0.1875,29.9,32.4,-0.077160494,33.7,34.1,-0.011730205,33.2,30.1,0.102990033,8.3,10.8,-0.231481481,5
7.7,6.4,0.203125,35.6,32.4,0.098765432,28.8,34.1,-0.15542522,23.1,30.1,-0.23255814,6.9,10.8,-0.361111111,5
11.6,6.4,0.8125,33.4,32.4,0.030864198,35.8,34.1,0.049853372,30.8,30.1,0.023255814,8.1,10.8,-0.25,7.8
8.9,6.4,0.390625,11.1,32.4,-0.657407407,35.9,34.1,0.052785924,34.1,30.1,0.132890365,7.4,10.8,-0.314814815,4.6
5.7,6.4,-0.109375,34.3,32.4,0.058641975,35.7,34.1,0.046920821,33.8,30.1,0.122923588,8.6,10.8,-0.203703704,4.1
5.3,6.4,-0.171875,40.3,32.4,0.24382716,31.5,34.1,-0.076246334,32,30.1,0.063122924,9.2,10.8,-0.148148148,5.8
3.7,6.4,-0.421875,36.5,32.4,0.12654321,30.2,34.1,-0.114369501,28.2,30.1,-0.063122924,8.3,10.8,-0.231481481,1.8
9.6,6.4,0.5,23.3,32.4,-0.280864198,36.6,34.1,0.073313783,29.4,30.1,-0.023255814,12.1,10.8,0.12037037,9.5
4.9,6.4,-0.234375,34.7,32.4,0.070987654,37.3,34.1,0.093841642,32.2,30.1,0.069767442,8.9,10.8,-0.175925926,6
7.2,6.4,0.125,41.1,32.4,0.268518519,35.6,34.1,0.04398827,23,30.1,-0.235880399,15.6,10.8,0.444444444,5.4
7.7,6.4,0.203125,40.2,32.4,0.240740741,33.7,34.1,-0.011730205,41.2,30.1,0.368770764,11.1,10.8,0.027777778,3
4.3,6.4,-0.328125,34.7,32.4,0.070987654,35.4,34.1,0.038123167,30.6,30.1,0.016611296,7.1,10.8,-0.342592593,4.4
4,6.4,-0.375,25.8,32.4,-0.203703704,32.5,34.1,-0.046920821,32.5,30.1,0.079734219,6,10.8,-0.444444444,7.7
5.2,6.4,-0.1875,31,32.4,-0.043209877,33.4,34.1,-0.020527859,24.7,30.1,-0.179401993,13.9,10.8,0.287037037,2.8
7.5,6.4,0.171875,30.6,32.4,-0.055555556,37,34.1,0.085043988,36.4,30.1,0.209302326,6.4,10.8,-0.407407407,3.5
6.2,6.4,-0.03125,45.6,32.4,0.407407407,37.2,34.1,0.090909091,22.6,30.1,-0.249169435,8,10.8,-0.259259259,3.1
5.9,6.4,-0.078125,24.1,32.4,-0.25617284,27.5,34.1,-0.193548387,50.8,30.1,0.687707641,9.6,10.8,-0.111111111,3.9
6.7,6.4,0.046875,25.2,32.4,-0.222222222,35.2,34.1,0.032258065,42.1,30.1,0.398671096,9.5,10.8,-0.12037037,2.3
5,6.4,-0.21875,28.3,32.4,-0.12654321,34.1,34.1,0,46.3,30.1,0.53820598,20.7,10.8,0.916666667,3.5
5,6.4,-0.21875,29.2,32.4,-0.098765432,33.4,34.1,-0.020527859,26.4,30.1,-0.122923588,10,10.8,-0.074074074,3.1
4.4,6.4,-0.3125,30.4,32.4,-0.061728395,19.8,34.1,-0.419354839,46.1,30.1,0.531561462,10.9,10.8,0.009259259,2.6
7.5,6.4,0.171875,28.1,32.4,-0.132716049,27.3,34.1,-0.19941349,23.9,30.1,-0.205980066,9.6,10.8,-0.111111111,2.7
7.4,6.4,0.15625,28.1,32.4,-0.132716049,38.6,34.1,0.131964809,40.2,30.1,0.335548173,10.2,10.8,-0.055555556,2.7
7.1,6.4,0.109375,56.2,32.4,0.734567901,35.7,34.1,0.046920821,25.4,30.1,-0.156146179,6.7,10.8,-0.37962963,7.3
6,6.4,-0.0625,32.3,32.4,-0.00308642,29.4,34.1,-0.137829912,29.3,30.1,-0.026578073,17.1,10.8,0.583333333,4.9
8.4,6.4,0.3125,39.8,32.4,0.228395062,37.1,34.1,0.08797654,32.5,30.1,0.079734219,7.6,10.8,-0.296296296,4.7
6.7,6.4,0.046875,12.2,32.4,-0.62345679,37,34.1,0.085043988,30.2,30.1,0.003322259,14.9,10.8,0.37962963,3.2
6.8,6.4,0.0625,38.4,32.4,0.185185185,27.7,34.1,-0.187683284,29.3,30.1,-0.026578073,9,10.8,-0.166666667,3.5
5.3,6.4,-0.171875,53,32.4,0.635802469,22.2,34.1,-0.348973607,22.5,30.1,-0.252491694,7.4,10.8,-0.314814815,7.6
9.3,6.4,0.453125,28,32.4,-0.135802469,28.8,34.1,-0.15542522,18.3,30.1,-0.392026578,7.5,10.8,-0.305555556,6.3
5,6.4,-0.21875,53.5,32.4,0.651234568,34.1,34.1,0,31,30.1,0.029900332,5.5,10.8,-0.490740741,2.3
6.6,6.4,0.03125,24.6,32.4,-0.240740741,32.9,34.1,-0.035190616,31.1,30.1,0.033222591,13.6,10.8,0.259259259,2.6
7.2,6.4,0.125,38.1,32.4,0.175925926,34.2,34.1,0.002932551,23.5,30.1,-0.219269103,9.4,10.8,-0.12962963,2.8
3.5,6.4,-0.453125,39,32.4,0.203703704,38.5,34.1,0.129032258,42.1,30.1,0.398671096,12.7,10.8,0.175925926,4.5
7.9,6.4,0.234375,36.4,32.4,0.12345679,29.8,34.1,-0.126099707,27.4,30.1,-0.089700997,7.3,10.8,-0.324074074,7.2
4.6,6.4,-0.28125,37.6,32.4,0.160493827,37,34.1,0.085043988,27.9,30.1,-0.073089701,7.5,10.8,-0.305555556,7
10.9,6.4,0.703125,32.6,32.4,0.00617284,31.4,34.1,-0.079178886,34.5,30.1,0.146179402,11.7,10.8,0.083333333,7.6
9.5,6.4,0.484375,32.6,32.4,0.00617284,24.1,34.1,-0.293255132,43.5,30.1,0.445182724,9.3,10.8,-0.138888889,4.7
8.6,6.4,0.34375,28.3,32.4,-0.12654321,25.2,34.1,-0.260997067,28.1,30.1,-0.066445183,9.3,10.8,-0.138888889,3.6
6.3,6.4,-0.015625,36.8,32.4,0.135802469,37.2,34.1,0.090909091,24.4,30.1,-0.189368771,5.2,10.8,-0.518518519,3.5
7.6,6.4,0.1875,34.4,32.4,0.061728395,27.6,34.1,-0.190615836,27.2,30.1,-0.096345515,14.9,10.8,0.37962963,5.3
4.4,6.4,-0.3125,36.3,32.4,0.12037037,33.8,34.1,-0.008797654,30.1,30.1,0,9.1,10.8,-0.157407407,3.2
7.7,6.4,0.203125,32,32.4,-0.012345679,30,34.1,-0.120234604,35.5,30.1,0.179401993,10.2,10.8,-0.055555556,7
6.3,6.4,-0.015625,23.6,32.4,-0.271604938,39.6,34.1,0.161290323,53.6,30.1,0.780730897,15,10.8,0.388888889,3.8
5.8,6.4,-0.09375,35.4,32.4,0.092592593,31.2,34.1,-0.085043988,31.3,30.1,0.03986711,11.5,10.8,0.064814815,2.8
5.6,6.4,-0.125,34.2,32.4,0.055555556,40.7,34.1,0.193548387,35.2,30.1,0.169435216,7.4,10.8,-0.314814815,4
6.3,6.4,-0.015625,26.6,32.4,-0.179012346,34.5,34.1,0.011730205,32.1,30.1,0.066445183,7.9,10.8,-0.268518519,7.9
7.1,6.4,0.109375,30.4,32.4,-0.061728395,35.7,34.1,0.046920821,37.7,30.1,0.252491694,10.2,10.8,-0.055555556,4.2
6.3,6.4,-0.015625,32.5,32.4,0.00308642,31.5,34.1,-0.076246334,52.8,30.1,0.754152824,8.7,10.8,-0.194444444,2.8
7.2,6.4,0.125,21.3,32.4,-0.342592593,33.1,34.1,-0.029325513,26.2,30.1,-0.129568106,7.8,10.8,-0.277777778,8.6
7.1,6.4,0.109375,34.7,32.4,0.070987654,32.6,34.1,-0.04398827,36.4,30.1,0.209302326,10.2,10.8,-0.055555556,1.5
5.5,6.4,-0.140625,27.5,32.4,-0.151234568,37.3,34.1,0.093841642,28.9,30.1,-0.03986711,7.6,10.8,-0.296296296,2.4
8,6.4,0.25,35.8,32.4,0.104938272,31.1,34.1,-0.08797654,34.5,30.1,0.146179402,7.1,10.8,-0.342592593,3.6
6.4,6.4,0,33.4,32.4,0.030864198,31.3,34.1,-0.082111437,25.7,30.1,-0.146179402,6.5,10.8,-0.398148148,7.4
8.2,6.4,0.28125,28.1,32.4,-0.132716049,36.4,34.1,0.06744868,35.6,30.1,0.182724252,6.7,10.8,-0.37962963,2.9
7.9,6.4,0.234375,41.9,32.4,0.293209877,29.4,34.1,-0.137829912,38.6,30.1,0.282392027,9.2,10.8,-0.148148148,7.3
7.7,6.4,0.203125,27.5,32.4,-0.151234568,27.2,34.1,-0.202346041,33.5,30.1,0.112956811,9.1,10.8,-0.157407407,4.7
1.4,6.4,-0.78125,26.1,32.4,-0.194444444,34.8,34.1,0.020527859,26.8,30.1,-0.109634551,6.3,10.8,-0.416666667,4.7
6.3,6.4,-0.015625,32.7,32.4,0.009259259,32,34.1,-0.061583578,30.8,30.1,0.023255814,8.2,10.8,-0.240740741,8.1
4.9,6.4,-0.234375,34.2,32.4,0.055555556,28.4,34.1,-0.167155425,36.2,30.1,0.202657807,13.4,10.8,0.240740741,8.7
6.9,6.4,0.078125,47.5,32.4,0.466049383,32.6,34.1,-0.04398827,37.8,30.1,0.255813953,3.3,10.8,-0.694444444,3.4
5.3,6.4,-0.171875,39,32.4,0.203703704,36.1,34.1,0.058651026,23.3,30.1,-0.225913621,10.5,10.8,-0.027777778,7.7
5.1,6.4,-0.203125,31.6,32.4,-0.024691358,33.7,34.1,-0.011730205,33.9,30.1,0.126245847,7.8,10.8,-0.277777778,3.3
4.5,6.4,-0.296875,31,32.4,-0.043209877,25.8,34.1,-0.24340176,29.5,30.1,-0.019933555,9.9,10.8,-0.083333333,2.3
6.9,6.4,0.078125,25.6,32.4,-0.209876543,38.5,34.1,0.129032258,40.9,30.1,0.358803987,7.9,10.8,-0.268518519,2.6
5.5,6.4,-0.140625,34.5,32.4,0.064814815,32.5,34.1,-0.046920821,25.5,30.1,-0.15282392,17.4,10.8,0.611111111,2.4
5.1,6.4,-0.203125,31.7,32.4,-0.021604938,37.3,34.1,0.093841642,49.9,30.1,0.657807309,7.4,10.8,-0.314814815,2.9
6.8,6.4,0.0625,31.5,32.4,-0.027777778,33.4,34.1,-0.020527859,26.3,30.1,-0.126245847,10.3,10.8,-0.046296296,4.2
6.5,6.4,0.015625,21.4,32.4,-0.339506173,34.4,34.1,0.008797654,29.8,30.1,-0.009966777,6.4,10.8,-0.407407407,3
7,6.4,0.09375,38.4,32.4,0.185185185,31.9,34.1,-0.064516129,32.5,30.1,0.079734219,8.2,10.8,-0.240740741,5.5
5.8,6.4,-0.09375,33.7,32.4,0.040123457,33.7,34.1,-0.011730205,23.6,30.1,-0.215946844,10,10.8,-0.074074074,2.6
6.4,6.4,0,30.1,32.4,-0.070987654,34.3,34.1,0.005865103,26.1,30.1,-0.132890365,7.5,10.8,-0.305555556,2.2
11.3,6.4,0.765625,31.1,32.4,-0.040123457,35.6,34.1,0.04398827,46.2,30.1,0.534883721,11.3,10.8,0.046296296,7.7
7.3,6.4,0.140625,27,32.4,-0.166666667,19.6,34.1,-0.425219941,28.5,30.1,-0.053156146,8.7,10.8,-0.194444444,3.5
6.9,6.4,0.078125,33.6,32.4,0.037037037,38.7,34.1,0.134897361,30.2,30.1,0.003322259,6.9,10.8,-0.361111111,3.5
7.9,6.4,0.234375,35.9,32.4,0.108024691,29.3,34.1,-0.140762463,37.1,30.1,0.23255814,10.8,10.8,0,1.1
7.5,6.4,0.171875,44.2,32.4,0.364197531,35.7,34.1,0.046920821,23.1,30.1,-0.23255814,11.2,10.8,0.037037037,3.3
